地名名稱,地名別稱,所屬縣市,所屬鄉鎮市區,所屬村里,地名類型,地名意義,語言別,命名族群,相關位置與面積描述,地名沿革與文獻歷史簡述,地名相關事項訪談內容,普查使用之地圖與文獻,地圖座標(橫坐標),地圖座標(縱坐標),地名年代時間(起),地名年代時間(迄),漢語拼音,通用拼音
樓仔厝庄,,新北市,蘆洲區,,,常年水患，架高樓層以避水災,,,,原舊河頭「舊港嘴」之稱謂的區域，在嘉慶年間，漸開拓形成村莊，此莊靠近淡水河邊，於是建築樓房以防水患，當時稱此房為「樓仔厝」，這種樓房在此區域成為多數建築，後來成為地名的稱謂。另有「樓仔厝」之名早期為「露野厝」之名，其音亦極相似，「露野厝」變「樓仔厝」之稱另一說法為數戶住屋合在一起設一門樓，稱「某某樓仔門」外人即稱此為「樓仔厝」。,「樓仔厝」現已經改為現代建築，當時建築已為數不多，而「樓仔厝」亦成為現蘆洲市行政區域「樓厝里」稱謂。,,121.47969341115,25.089530144685,清嘉慶年間,,Louzaicuozhuang,Louzaicuojhuang
舊港嘴,近港嘴,新北市,蘆洲區,,,,,,,於「樓仔厝」之前，「露野厝」之後，此區域為水湳溝的尾端，當時亦有小船往來於此上下貨物，當地人亦以「港口」稱之，而此區域接近此港，即以「近港嘴」稱呼此區，久而久之又稱謂其為「舊港嘴」，更因發音問題有「牛港嘴」的說法，因「舊港嘴」較多人認定，因此本標題即以「舊港嘴」為主名。,此區域的水道已遭填平，起而代之的是隨後的「樓仔厝」，今已劃分區域為「樓厝里」及「復興里」。,,121.47794253282,25.095200578504,清同治年間,,Jiugangzui,Jiougangzuei
灰窯,,新北市,蘆洲區,,,,,,,今中正路底一帶的農業區，相傳清末、日治初期，本地有一窯廠，以石灰燒製磚瓦，經淡水河銷往各地，故本地稱為灰窯。,民國70年，蘆洲新闢灰窯重劃區，為施工單位誤用，當地名稱應為南港子與灰窯二者隔三民路相鄰。,,121.46195846514,25.094330068925,清末、日治時期,迄今,Huiyao,Hueiyao
新竹圍,,新北市,蘆洲區,,,,,,,今和平路、中山二路交會地帶，因當地為新闢之地，以新竹圍繞住宅邊，故名新竹圍。,隨著現代化的腳步，雖然蘆洲已成為現代化的都市，但是新竹圍這個區域，開發進化的速步似乎比較慢一些，目前有數家工廠聚集此處，商業行為較不頻繁。,,121.46883939118,25.080260882183,日治時期,,Hsinchuwei,Hsinchuwei
牛路,,新北市,蘆洲區,,,道路,,,,位於今灰窯重劃區慈惠堂前之道路，早期因長榮路邊之福德廟為一大水塘，附近農民牽牛均沿此路前往水塘喝水，常年累月則走出一條大路，故稱為「牛路」。,目前灰窯重劃區為一片廣大的待開發的空地，慈惠堂座落此重劃區的邊緣，其前面的道路（早期的牛路）亦成為現代的瀝青道路。,,121.4609661908,25.083614117624,日據時期,迄今,Niulu.,Nioulu
田仔中央,,新北市,蘆洲區,,,,,,,位於南港子區域內，早期為一片平原農田，有數戶林姓、葉姓居民築屋在此，為求辨識遂名為「田仔中央」，亦即於南港子的中心地帶。,,,121.46216407124,25.087988042625,n,,Tianzaizhongyang,Tianzaijhongyang
田仔尾,,新北市,蘆洲區,,,,,,,與「田仔中央」同屬南港區早期稻田區，田仔尾只是靠近尾部，即是現在的「李氏古厝」與蘆洲國中一帶的位置。,因南港子重劃目前廣大的規劃空地，「李氏古厝」「蘆洲國中」成為明顯的地標。,,121.46618233865,25.086381789176,n,,Tianzaiwei,Tianzaiwei
砲台,,新北市,蘆洲區,,,,,,,日治時期，日軍在此設有空軍防空部隊，設有防空射砲，作為空防之用，當地居名稱此為「砲台」並形成區域名。,防空射砲與部隊已遷離該處，現為現代化住宅區。,,121.47795335394,25.082800611042,日治時期,,Paotai,Paotai
魚池,,新北市,蘆洲區,,,,,,,即今中山一路、中山二路近三民路交接處之三角公園，現農會、萬泰銀行對面之三角地，早期為一釣魚池，故稱之。,現為一三角型的小型綠地，雖然三重至蘆洲已進兩市之交接線，但是在感覺上見到此三角小綠地，才有進入蘆洲市的感覺。,,121.47519497759,25.08171336339,50年代,,Yuchih,Yuchih
車路,,新北市,蘆洲區,,,,,,,當時蘆洲與台北還連絡之道路即今三重市三和路接蘆洲中山二路為輕便車路，後期拓寬為馬路，因此即稱為「車路」。為今中正路與中山二路交接處。即潘俊亨婦產科附近一帶。,現代化建築居家住宅與商業共存的區域,,121.47229923027,25.081372917772,日據時期,,Chelu,Chelu.
豬屠場,,新北市,蘆洲區,,,,,,,位於今中正路、中山二路交界處，即蘆洲牙科附近一帶，日據時期為一屠宰場故稱之。但光復後即遷往今中山一路底全國加油站一帶。,光復後遷往中山一路底的豬屠場，目前木造棚舍還遺留當地，在一兩年前，還可見到牛隻在內待私宰。現今此處也已拆除成為空地。,,121.46960246125,25.077064340222,日據時期,迄今,Zhutuchang,Jhutuchang
吳盾伯,,新北市,蘆洲區,,,,,,,傳說吳盾伯為地方的惡霸，常常魚肉鄉民，後來鄉民聯合將其捆綁活埋。多年後有人前往膜拜靈驗，後人將其收埋建廟奉祀，爾後即稱此地為「吳盾伯」。即今成功路近中山二路邊。137巷口，即現在潘俊享婦產科同幢的側後面。,吳盾伯這塊區域，亦是開發早卻無繁榮的商業發展，因此成長較緩，雖然小廟依在，但是近年來大量湧入本地的居名，卻多不知曉此一人物及此廟之存在。,,121.47259808069,25.080363298667,,,Wudunbo,Wudunbo
佛袓宮口,店仔口、[貝局]間口,新北市,蘆洲區,,,觀音佛袓寺前地區,,,,清同治元年（1861），來自南海普陀山隱秀寺兩位法號「大機」「咸林」的比丘攜帶觀音佛袓及善才龍女尊像，搭船欲赴外地化緣，出航後過颱風而飄至台北渡船頭（淡水），巧遇蘆洲商人行商還願，使香爐「發爐」，經請示觀音佛袓，進駐蘆洲貝局間口（現址）以予立廟，並於同治十一年，鳩資重建瓦房而奠立了「湧蓮寺」的基礎，而香火亦開始興盛。而蘆洲本地人即以方言稱謂並前市集區域，稱呼為「佛袓間口」。,湧蓮寺目前是樓層式的建築，香火依然旺盛，其前有得勝街，旁有成功路，還是屬於熱鬧的「佛袓宮口」。,,121.4714341206,25.083347644285,清同治年間,,Fojugongkou,Fojyugongkou
米市街,,新北市,蘆洲區,,,米糧買賣聚集之市街,,,,在日治時期，於今日得勝街，當時有數家米行結市於此，當時五股、八里及蘆洲的農民與居民，在此處買賣米糧，故有米市街之稱謂。,目前米市的買賣已不復見，甚至米行亦無跡可尋，在此區域以商業為主，整體而言是一個發展較為熱鬧的一個區域，亦是湧蓮寺的所在地。,,121.47122709647,25.082909501787,日治時期,,"Mishi St.","Mishih St."
七袓壇,,新北市,蘆洲區,,,,,,,位中山二路215巷內，內有一私廟顯應壇（顯佑宮），供奉楊將軍，俗稱七袓壇。,七袓壇因屬家族私廟，僅以其為地標，稱謂其區域之名，目前這個地依然開發為現代住宅區。,,121.47229923027,25.081372917772,,,Qijutan,Cijyutan
大旗尾,,新北市,蘆洲區,,,一般水田之坵形受地形限制，在尾端成不規則的三角形，似大旗，故名。,,,,位居南港仔，長榮路和永樂街交會口附近，其說法有二：①1.為該地形類似一支大旗之尾端而名之。②2.為該地地形似畚箕之尾，今當地有一土地公廟名為箕穎宮可做佐證，故應為「畚箕尾」後音轉為「大旗尾」。,現今已重劃，無法重現地形原貌。,,121.45904623886,25.089503981009,日據時期,,Daqiwei,Daciwei
陡門頭,,新北市,蘆洲區,,,早期此處有一擋水閘門，故稱之為陡門頭。應改稱為堵門頭，較貼近原意。,,,,為現永平街底，越堤防疏洪道內，,目前此一擋水閘門已不見，而此區域亦為堤防阻擋於堤防外，疏洪道內。,,121.45680860909,25.091560470879,日治,,Doumentou,Doumentou
和尚港,,新北市,蘆洲區,,,關渡宮僧人搭船至此下船收租的地點,,,,關渡宮僧人梅福至蘆洲水湳區徵收租穀，當時的交通運輸依靠水路，僧人梅福自關渡藉著船隻於水湳溝邊靠岸出入，鄉里百姓稱之為「和尚港」，日後此處成為本地對外水路出入的主要門戶。,因水湳溝不再行駛船隻，僅作疏洪排水之用，目前「和尚港碼頭」今已加蓋成停車場之用。,,121.47093534875,25.0954045039,清乾隆,,"Heshang Port","Heshang Port"
水湳埔,,新北市,蘆洲區,,,河邊的沙地，因土地多孔隙不結實，故以「湳」稱之,,,,在水湳地區靠近淡水河邊，有一片荒地沙洲，當地居民則稱此沙洲地區為水湳埔。,水湳埔目前已為疏洪道堤防分割於疏洪道內、外，還是未開發的園地。,,121.47467388106,25.097813424921,n,,Shuinanpu,Shueinanpu
水湳埕,,新北市,蘆洲區,,,稻穀收割、曝曬的場所,,,,水湳地區為蘆洲市開發較早的地區，在現今水湳社區活動中心附近，在早期時有一稻穀收割、曝曬的場所，因而稱之為水湳埕。,,其位於現今民族路408巷422巷之間，水湳社區活動中心附近。,121.47265157152,25.092346148674,n,,Shuinancheng,Shueinancheng
大寮口,,新北市,蘆洲區,,,,,,,位在今三民路128巷至民族路口間，早期開墾之初有數戶李姓居民居住於此，當時從大陸來此的李姓人氏，不論經過或有意落地開墾的皆來此處攀親帶故，久而久之營地居名在此搭蓋一草寮（另有說法為一李姓員外蓋的），讓這些外來的李姓人氏在此聚會或臨時居住落腳，久而久之即稱此處為「大寮口」。,現代居家公寓式房舍在此林立,,121.46922906854,25.089492366203,,,Daliaokou,Daliaokou
菁仔邸,,新北市,蘆洲區,"仁德里 恆德里",,邸意住宅的意思。因此地有居民種植藍色染料之菁樹，而邱宅在其中做為居家圍籬而得名。,,,,今仁德里、恒德里信義路近集賢路一帶，早期此地種植菁仔樹做為屋宅之圍籬，因而稱之。,現今已無菁仔樹，均已改建成樓房。,,121.47794732981,25.083150302353,,,Jingzaidi,Jingzaidi
豬哥巷,,新北市,蘆洲區,,,,,,,位於今中正路、仁愛路交叉口，三民路300巷附近。其地名說法有二：①1.早期此地有1、2戶專門從事「牽豬哥」之種豬行業於此居住，故稱之。②2.此段道路兩旁均種植竹林枝葉濃密，陽光照射不易，故較為陰涼，尤其月黑風高時，常感陰氣逼人，故而傳說有豬哥精出沒（但或許是竹竿鬼之轉音），且此地路口有一石敢當，惜現已拆毀，因此稱為「豬哥巷」。以上兩種說法，似乎以後者較為可信。,,,121.46467622036,25.092297326555,日據時期,迄今,"Zhuge Lane","Jhuge Lane"
秀才厝,,新北市,蘆洲區,保新里,,秀才居住的宅第而稱之。,,,,秀才厝位於水湳地區，乃前清秀才李聲元故居，屋為其父李昌和所創建，至李聲元高中秀才之後，鄉里人士即以秀才所居之宅第稱之為「秀才厝」，日據時期李聲元之子李讚生亦擔任海山郡守職務，使秀才厝因此更加突顯。,秀才厝採傳統建築模式，摻雜些許西洋式格局，今日已不復往昔盛況，原本偌大建築已老舊不堪，雖仍有少數李氏子孫居住於此，但均集中於前半部，後半部二層樓的屋舍雜草叢生，荒蕪頗久，實在可惜。,,121.46802644519,25.093631712726,清末、民初,,Xiucaicuo,Sioucaicuo
獅頭,,新北市,蘆洲區,,,,,,,「獅頭」位於今中正路民族路交叉口，往中正路底至豬哥巷止地帶，其地名由來有如下兩種：①1.因其為蘆洲靠西邊的頭一塊地，故稱「西頭」後轉音成「獅頭」。②2.此段中正路早期為通往「獅仔頭」之道路，故將此段道路稱為「獅仔頭路」，故將此地段稱為「獅頭」。以上兩種說法，似乎以後者較為貼切。,,,121.46664361916,25.091181622364,日據時期,,Shitou,Shihtou
後壁厝,,新北市,蘆洲區,,,聚落,,,,早期蘆洲有一主要道路（現稱中正路），有數戶林姓宅地聚居此路後段，而其房舍搭蓋離（中正路）約有一房屋的距離而非路邊，因此當地人即以（中正路）為標準，稱其為後邊的房子，即「後壁厝」。,目前此處亦成為灰窯重劃區的一部份，該區房舍亦處拆除的命運，未來此名必處絕跡。,,121.46397117154,25.095271744527,n,,"Houbi Cuo","Houbi Cuo"
土地公厝,,新北市,蘆洲區,,,,,,,位於今復興路和民權路交叉口附近，因當地有一土地公廟「福安宮」，此廟附近的聚落便稱之為土地公厝。,目前福安宮依然存在，只是旁邊的住宅，已是高樓林立，成為緊密的住宅區。,,121.47554258394,25.087582724984,,,Tudigongcuo,Tudigongcuo
九芎腳,九芎腳下,新北市,蘆洲區,九芎里,,因種植九芎樹紀念鄭成功而得名,,,,今九芎公因相傳鄭成功部屬北征荷蘭人路經此地，遺有軍火一批埋在此地，因而種植九芎一株以做識別。居民感念鄭成功恩德，遂將此樹奉為九芎公加以膜拜，據說小孩如果得「猴損」，至此攜一紅布條，或將小孩衣物置於樹上加以許願即能痊癒。故當地居民均稱之為九芎腳（下）。,現今已建一小廟於街中央，據說當時道路拓寬時不敢將其遷走，故仍保留於路中央。,,121.46603017907,25.079361906321,明末～清初,,Jiuqiongjiao,Jioucyongjiao
鴨母港,,新北市,蘆洲區,,,,,,,其位於五股鄉更寮地區和蘆洲交界的地帶，塭仔圳流經此地，因早期有養鴨戶在此築寮飼養鴨群，遂有鴨母港之稱呼。,,鴨母港在今日永安南路與環堤大道的交會處，現建有一抽水站，稱為鴨母港抽水站，因此鴨母港之名亦沿用至今。,121.455349051,25.083198666612,n,,"Yamu Port","Yamu Port"
大草厝,,新北市,泰山區,貴和里,建築名,"因房子用稻草或茅草蓋的,很大一間稱之",台語,"""o",明志路與中山路交叉處靠山邊的村落,"日治時代此地有一間正身上蓋稻草建於茄冬樹下的大房子,因其建築物而取名此地也曾為當時富有正義感的流氓堀.","為官姓人家所居住,現在只留下茄冬樹,附近已被大樓所取代了.1.其左前方是盧厝(現為和平托吊場用地)2.右前方則為游厝①",泰山志一.台灣舊地名沿革,121.41968952979,25.032848235081,日據時代,現在使用,Dacaocuo,Dacaocuo
下坡角,,新北市,泰山區,貴和里,地名,依其地理位置而取名曾為地方制度的莊頭。,國.台語,漢族,今飛彈指揮部一帶,"日治時代即與新莊的頂坡角相對角,位於灌溉大埤仔側下邊,以地理位置而取名此地名現仍使用中。","在明治大正九年(西元1920年)地方制度改正,山?地區規劃新莊管轄,當時山?地區分為大窠坑、山?楓樹?、義學、崎仔?、頂田心仔、貴子坑、下坡角共八莊。",泰山鄉志,121.42052313525,25.033184752822,日據時代,還在使用中,Xiapojiao,Siapojiao
